date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,winner
2018-11-18,Hungary,Finland,2,0,UEFA Nations League,Budapest,Hungary,False,Hungary
2018-11-18,Spain,Bosnia and Herzegovina,1,0,Friendly,Las Palmas,Spain,False,Spain
2018-11-18,Saint Kitts and Nevis,Canada,0,1,CONCACAF Nations League qualification,Basseterre,Saint Kitts and Nevis,False,Canada
2018-11-19,Germany,Netherlands,2,2,UEFA Nations League,Gelsenkirchen,Germany,False,TIE
2018-11-19,Czech Republic,Slovakia,1,0,UEFA Nations League,Prague,Czech Republic,False,Czech Republic
2018-11-19,Denmark,Republic of Ireland,0,0,UEFA Nations League,Aarhus,Denmark,False,TIE
2018-11-19,Cyprus,Norway,0,2,UEFA Nations League,Nicosia,Cyprus,False,Norway
2018-11-20,Portugal,Poland,1,1,UEFA Nations League,GuimarÃ£es,Portugal,False,TIE
2018-11-20,Sweden,Russia,2,0,UEFA Nations League,Stockholm,Sweden,False,Sweden
2018-11-20,Scotland,Israel,3,2,UEFA Nations League,Glasgow,Scotland,False,Scotland
2018-11-20,Montenegro,Romania,0,1,UEFA Nations League,Podgorica,Montenegro,False,Romania
2018-11-20,Serbia,Lithuania,4,1,UEFA Nations League,Belgrade,Serbia,False,Serbia
2018-11-20,Albania,Wales,1,0,Friendly,Elbasan,Albania,False,Albania
2018-11-20,Argentina,Mexico,2,0,Friendly,Mendoza,Argentina,False,Argentina
2018-11-20,Australia,Lebanon,3,0,Friendly,Sydney,Australia,False,Australia
2018-11-20,Brazil,Cameroon,1,0,Friendly,London,England,True,Brazil
2018-11-20,Chile,Honduras,4,1,Friendly,Temuco,Chile,False,Chile
2018-11-20,France,Uruguay,1,0,Friendly,Paris,France,False,France
2018-11-20,Iran,Venezuela,1,1,Friendly,Doha,Qatar,True,TIE
2018-11-20,Italy,United States,1,0,Friendly,Genk,Belgium,True,Italy
2018-11-20,Japan,Kyrgyzstan,4,0,Kirin Challenge Cup,Toyota,Japan,False,Japan
2018-11-20,Nigeria,Uganda,0,0,Friendly,Asaba,Nigeria,False,TIE
2018-11-20,Panama,Ecuador,1,2,Friendly,Panama City,Panama,False,Ecuador
2018-11-20,Peru,Costa Rica,2,3,Friendly,Arequipa,Peru,False,Costa Rica
2018-11-20,Tunisia,Morocco,0,1,Friendly,RadÃ¨s,Tunisia,False,Morocco
2018-11-20,Turkey,Ukraine,0,0,Friendly,Antalya,Turkey,False,TIE
2018-12-27,Qatar,Algeria,0,1,Friendly,Doha,Qatar,False,Algeria
2018-12-30,Australia,Oman,5,0,Friendly,Dubai,United Arab Emirates,True,Australia
2019-01-06,Australia,Jordan,0,1,AFC Asian Cup,Al Ain,United Arab Emirates,True,Jordan
2019-01-08,Finland,Sweden,1,0,Friendly,Doha,Qatar,True,Finland
2019-01-09,Japan,Turkmenistan,3,2,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True,Japan
2019-01-11,Iceland,Sweden,2,2,Friendly,Doha,Qatar,True,TIE
2019-01-11,Palestine,Australia,0,3,AFC Asian Cup,Dubai,United Arab Emirates,True,Australia
2019-01-13,Oman,Japan,0,1,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True,Japan
2019-01-15,Australia,Syria,3,2,AFC Asian Cup,Al Ain,United Arab Emirates,True,Australia
2019-01-17,Japan,Uzbekistan,2,1,AFC Asian Cup,Al Ain,United Arab Emirates,True,Japan
2019-01-21,Australia,Uzbekistan,0,0,AFC Asian Cup,Al Ain,United Arab Emirates,True,Australia
2019-01-21,Japan,Saudi Arabia,1,0,AFC Asian Cup,Sharjah,United Arab Emirates,True,Japan
2019-01-24,Vietnam,Japan,0,1,AFC Asian Cup,Dubai,United Arab Emirates,True,Japan
2019-01-25,United Arab Emirates,Australia,1,0,AFC Asian Cup,Al Ain,United Arab Emirates,False,United Arab Emirates
2019-01-27,United States,Panama,3,0,Friendly,Glendale,United States,False,United States
2019-01-28,Iran,Japan,0,3,AFC Asian Cup,Al Ain,United Arab Emirates,True,Japan
2019-02-01,Japan,Qatar,1,3,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True,Qatar
2019-02-02,United States,Costa Rica,2,0,Friendly,San Jose,United States,False,United States
2019-03-20,Germany,Serbia,1,1,Friendly,Wolfsburg,Germany,False,TIE
2019-03-20,Wales,Trinidad and Tobago,1,0,Friendly,Wrexham,Wales,False,Wales
2019-03-21,Kosovo,Denmark,2,2,Friendly,Pristina,Kosovo,False,TIE
2019-03-21,United States,Ecuador,1,0,Friendly,Orlando,United States,False,United States
2019-03-21,Netherlands,Belarus,4,0,UEFA Euro qualification,Rotterdam,Netherlands,False,Netherlands
2019-03-21,Croatia,Azerbaijan,2,1,UEFA Euro qualification,Zagreb,Croatia,False,Croatia
2019-03-21,Slovakia,Hungary,2,0,UEFA Euro qualification,Trnava,Slovakia,False,Slovakia
2019-03-21,Austria,Poland,0,1,UEFA Euro qualification,Vienna,Austria,False,Poland
2019-03-21,Belgium,Russia,3,1,UEFA Euro qualification,Brussels,Belgium,False,Belgium
2019-03-21,Kazakhstan,Scotland,3,0,UEFA Euro qualification,Nur-Sultan,Kazakhstan,False,Kazakhstan
2019-03-22,Argentina,Venezuela,1,3,Friendly,Madrid,Spain,True,Venezuela
2019-03-22,Guatemala,Costa Rica,1,0,Friendly,Guatemala City,Guatemala,False,Guatemala
2019-03-22,Japan,Colombia,0,1,Kirin Challenge Cup,Yokohama,Japan,False,Colombia
2019-03-22,Mexico,Chile,3,1,Friendly,San Diego,United States,True,Mexico
2019-03-22,Peru,Paraguay,1,0,Friendly,Harrison,United States,True,Peru
2019-03-22,England,Czech Republic,5,0,UEFA Euro qualification,London,England,False,England
2019-03-22,Portugal,Ukraine,0,0,UEFA Euro qualification,Lisbon,Portugal,False,TIE
2019-03-22,Moldova,France,1,4,UEFA Euro qualification,ChiÈinÄu,Moldova,False,France
2019-03-23,Brazil,Panama,1,1,Friendly,Porto,Portugal,True,TIE
2019-03-23,Georgia,Switzerland,0,2,UEFA Euro qualification,Tbilisi,Georgia,False,Switzerland
2019-03-23,Sweden,Romania,2,1,UEFA Euro qualification,Stockholm,Sweden,False,Sweden
2019-03-23,Spain,Norway,2,1,UEFA Euro qualification,Valencia,Spain,False,Spain
2019-03-23,Italy,Finland,2,0,UEFA Euro qualification,Udine,Italy,False,Italy
2019-03-23,Senegal,Madagascar,2,0,African Cup of Nations qualification,ThiÃ¨s,Senegal,False,Senegal
2019-03-23,Cameroon,Comoros,3,0,African Cup of Nations qualification,YaoundÃ©,Cameroon,False,Cameroon
2019-03-23,Mali,South Sudan,3,0,African Cup of Nations qualification,Bamako,Mali,False,Mali
2019-03-23,Niger,Egypt,1,1,African Cup of Nations qualification,Niamey,Niger,False,TIE
2019-03-24,Netherlands,Germany,2,3,UEFA Euro qualification,Amsterdam,Netherlands,False,Germany
2019-03-24,Wales,Slovakia,1,0,UEFA Euro qualification,Cardiff,Wales,False,Wales
2019-03-24,Hungary,Croatia,2,1,UEFA Euro qualification,Budapest,Hungary,False,Hungary
2019-03-24,Israel,Austria,4,2,UEFA Euro qualification,Haifa,Israel,False,Israel
2019-03-24,Poland,Latvia,2,0,UEFA Euro qualification,Warsaw,Poland,False,Poland
2019-03-24,San Marino,Scotland,0,2,UEFA Euro qualification,Serravalle,San Marino,False,Scotland
2019-03-24,Kazakhstan,Russia,0,4,UEFA Euro qualification,Nur-Sultan,Kazakhstan,False,Russia
2019-03-24,Cyprus,Belgium,0,2,UEFA Euro qualification,Nicosia,Cyprus,False,Belgium
2019-03-24,Canada,French Guiana,4,1,CONCACAF Nations League qualification,Vancouver,Canada,False,Canada
2019-03-25,Catalonia,Venezuela,2,1,Friendly,Girona,Spain,False,Catalonia
2019-03-25,Montenegro,England,1,5,UEFA Euro qualification,Podgorica,Montenegro,False,England
2019-03-25,Portugal,Serbia,1,1,UEFA Euro qualification,Lisbon,Portugal,False,TIE
2019-03-25,Luxembourg,Ukraine,1,2,UEFA Euro qualification,Luxembourg City,Luxembourg,False,Ukraine
2019-03-25,France,Iceland,4,0,UEFA Euro qualification,Paris,France,False,France
2019-03-26,Algeria,Tunisia,1,0,Friendly,Blida,Algeria,False,Algeria
2019-03-26,Costa Rica,Jamaica,1,0,Friendly,San JosÃ©,Costa Rica,False,Costa Rica
2019-03-26,Czech Republic,Brazil,1,3,Friendly,Prague,Czech Republic,False,Brazil
2019-03-26,Honduras,Ecuador,0,0,Friendly,Harrison,United States,True,TIE
2019-03-26,Japan,Bolivia,0,1,Kirin Challenge Cup,Kobe,Japan,False,Bolivia
2019-03-26,South Korea,Colombia,2,1,Friendly,Seoul,South Korea,False,South Korea
2019-03-26,Morocco,Argentina,0,1,Friendly,Tangier,Morocco,False,Argentina
2019-03-26,Nigeria,Egypt,1,0,Friendly,Asaba,Nigeria,False,Nigeria
2019-03-26,Paraguay,Mexico,2,4,Friendly,Santa Clara,United States,True,Mexico
2019-03-26,Peru,El Salvador,0,2,Friendly,Washington,United States,True,El Salvador
2019-03-26,Senegal,Mali,2,1,Friendly,Dakar,Senegal,False,Senegal
2019-03-26,United States,Chile,1,1,Friendly,Houston,United States,False,TIE
2019-03-26,Switzerland,Denmark,3,3,UEFA Euro qualification,Basel,Switzerland,False,TIE
2019-03-26,Malta,Spain,0,2,UEFA Euro qualification,Attard,Malta,False,Spain
2019-03-26,Norway,Sweden,3,3,UEFA Euro qualification,Oslo,Norway,False,TIE
2019-03-26,Romania,Faroe Islands,4,1,UEFA Euro qualification,Cluj-Napoca,Romania,False,Romania
2019-03-26,Italy,Liechtenstein,6,0,UEFA Euro qualification,Parma,Italy,False,Italy
2019-05-29,Panama,Basque Country,0,0,Friendly,Panama City,Panama,False,TIE
2019-06-01,Venezuela,Ecuador,1,1,Friendly,Miami Gardens,United States,True,TIE
2019-06-02,France,Bolivia,2,0,Friendly,Nantes,France,False,France
2019-06-03,Colombia,Panama,3,0,Friendly,BogotÃ¡,Colombia,False,Colombia
2019-06-05,Brazil,Qatar,2,0,Friendly,BrasÃ­lia,Brazil,False,Brazil
2019-06-05,Japan,Trinidad and Tobago,0,0,Kirin Challenge Cup,Toyota City,Japan,False,TIE
2019-06-05,Mexico,Venezuela,3,1,Friendly,Atlanta,United States,True,Mexico
2019-06-05,Peru,Costa Rica,1,0,Friendly,Lima,Peru,False,Peru
2019-06-05,Portugal,Switzerland,3,1,UEFA Nations League,Porto,Portugal,False,Portugal
2019-06-06,Chile,Haiti,2,1,Friendly,Coquimbo,Chile,False,Chile
2019-06-06,Slovakia,Jordan,5,1,Friendly,Trnava,Slovakia,False,Slovakia
2019-06-06,England,Netherlands,1,3,UEFA Nations League,GuimarÃ£es,Portugal,True,Netherlands
2019-06-07,Ukraine,Serbia,5,0,UEFA Euro qualification,Lviv,Ukraine,False,Ukraine
2019-06-07,Denmark,Republic of Ireland,1,1,UEFA Euro qualification,Copenhagen,Denmark,False,TIE
2019-06-07,Faroe Islands,Spain,1,4,UEFA Euro qualification,TÃ³rshavn,Faroe Islands,False,Spain
2019-06-07,Norway,Romania,2,2,UEFA Euro qualification,Oslo,Norway,False,TIE
2019-06-07,Sweden,Malta,3,0,UEFA Euro qualification,Stockholm,Sweden,False,Sweden
2019-06-07,Austria,Slovenia,1,0,UEFA Euro qualification,Klagenfurt,Austria,False,Austria
2019-06-07,North Macedonia,Poland,0,1,UEFA Euro qualification,Skopje,North Macedonia,False,Poland
2019-06-07,Argentina,Nicaragua,5,1,Friendly,San Juan,Argentina,False,Argentina
2019-06-07,South Korea,Australia,1,0,Friendly,Busan,South Korea,False,South Korea
2019-06-07,Tunisia,Iraq,2,0,Friendly,RadÃ¨s,Tunisia,False,Tunisia
2019-06-07,Uruguay,Panama,3,0,Friendly,Montevideo,Uruguay,False,Uruguay
2019-06-08,Belarus,Germany,0,2,UEFA Euro qualification,Borisov,Belarus,False,Germany
2019-06-08,Croatia,Wales,2,1,UEFA Euro qualification,Osijek,Croatia,False,Croatia
2019-06-08,Azerbaijan,Hungary,1,3,UEFA Euro qualification,Baku,Azerbaijan,False,Hungary
2019-06-08,Turkey,France,2,0,UEFA Euro qualification,Konya,Turkey,False,Turkey
2019-06-08,Russia,San Marino,9,0,UEFA Euro qualification,Saransk,Russia,False,Russia
2019-06-08,Scotland,Cyprus,2,1,UEFA Euro qualification,Glasgow,Scotland,False,Scotland
2019-06-08,Belgium,Kazakhstan,3,0,UEFA Euro qualification,Brussels,Belgium,False,Belgium
2019-06-08,Greece,Italy,0,3,UEFA Euro qualification,Athens,Greece,False,Italy
2019-06-08,Nigeria,Zimbabwe,0,0,Friendly,Asaba,Nigeria,False,TIE
2019-06-09,Brazil,Honduras,7,0,Friendly,Porto Alegre,Brazil,False,Brazil
2019-06-09,Cameroon,Zambia,2,1,Friendly,Majadahonda,Cameroon,False,Cameroon
2019-06-09,Japan,El Salvador,2,0,Kirin Challenge Cup,Rifu,Japan,False,Japan
2019-06-09,Mexico,Ecuador,3,2,Friendly,Arlington,United States,True,Mexico
2019-06-09,Peru,Colombia,0,3,Friendly,Lima,Peru,False,Colombia
2019-06-09,United States,Venezuela,0,3,Friendly,Cincinnati,United States,False,Venezuela
2019-06-09,Switzerland,England,0,0,UEFA Nations League,GuimarÃ£es,Portugal,True,England
2019-06-09,Portugal,Netherlands,1,0,UEFA Nations League,Porto,Portugal,False,Portugal
2019-06-10,Serbia,Lithuania,4,1,UEFA Euro qualification,Belgrade,Serbia,False,Serbia
2019-06-10,Ukraine,Luxembourg,1,0,UEFA Euro qualification,Lviv,Ukraine,False,Ukraine
2019-06-10,Denmark,Georgia,5,1,UEFA Euro qualification,Copenhagen,Denmark,False,Denmark
2019-06-10,Faroe Islands,Norway,0,2,UEFA Euro qualification,TÃ³rshavn,Faroe Islands,False,Norway
2019-06-10,Malta,Romania,0,4,UEFA Euro qualification,Attard,Malta,False,Romania
2019-06-10,Spain,Sweden,3,0,UEFA Euro qualification,Madrid,Spain,False,Spain
2019-06-10,North Macedonia,Austria,1,4,UEFA Euro qualification,Skopje,North Macedonia,False,Austria
2019-06-10,Poland,Israel,4,0,UEFA Euro qualification,Warsaw,Poland,False,Poland
2019-06-11,Germany,Estonia,8,0,UEFA Euro qualification,Mainz,Germany,False,Germany
2019-06-11,Azerbaijan,Slovakia,1,5,UEFA Euro qualification,Baku,Azerbaijan,False,Slovakia
2019-06-11,Hungary,Wales,1,0,UEFA Euro qualification,Budapest,Hungary,False,Hungary
2019-06-11,Andorra,France,0,4,UEFA Euro qualification,Andorra la Vella,Andorra,False,France
2019-06-11,Belgium,Scotland,3,0,UEFA Euro qualification,Brussels,Belgium,False,Belgium
2019-06-11,Russia,Cyprus,1,0,UEFA Euro qualification,Nizhny Novgorod,Russia,False,Russia
2019-06-11,Italy,Bosnia and Herzegovina,2,1,UEFA Euro qualification,Turin,Italy,False,Italy
2019-06-11,Algeria,Burundi,1,1,Friendly,Doha,Qatar,True,TIE
2019-06-11,Croatia,Tunisia,1,2,Friendly,VaraÅ¾din,Croatia,False,Tunisia
2019-06-12,Morocco,Gambia,0,1,Friendly,Marrakech,Morocco,False,Gambia
2019-06-13,Egypt,Tanzania,1,0,Friendly,Alexandria,Egypt,False,Egypt
2019-06-14,Cameroon,Mali,1,1,Friendly,Al Wakrah,Qatar,True,TIE
2019-06-14,Brazil,Bolivia,3,0,Copa AmÃ©rica,SÃ£o Paulo,Brazil,False,Brazil
2019-06-15,Venezuela,Peru,0,0,Copa AmÃ©rica,Porto Alegre,Brazil,True,TIE
2019-06-15,Argentina,Colombia,0,2,Copa AmÃ©rica,Salvador,Brazil,True,Colombia
2019-06-15,Canada,Martinique,4,0,Gold Cup,Los Angeles,United States,True,Canada
2019-06-15,Mexico,Cuba,7,0,Gold Cup,Los Angeles,United States,True,Mexico
2019-06-16,Uruguay,Ecuador,4,0,Copa AmÃ©rica,Belo Horizonte,Brazil,True,Uruguay
2019-06-16,Costa Rica,Nicaragua,4,0,Gold Cup,San JosÃ©,Jamaica,True,Costa Rica
2019-06-16,Algeria,Mali,3,2,Friendly,Doha,Qatar,True,Algeria
2019-06-16,Egypt,Guinea,3,1,Friendly,Alexandria,Egypt,False,Egypt
2019-06-16,Morocco,Zambia,2,3,Friendly,Marrakech,Morocco,False,Zambia
2019-06-16,Senegal,Nigeria,1,0,Friendly,Ismaila,Egypt,True,Senegal
2019-06-17,Japan,Chile,0,4,Copa AmÃ©rica,SÃ£o Paulo,Brazil,True,Chile
2019-06-17,Tunisia,Burundi,2,1,Friendly,RadÃ¨s,Tunisia,False,Tunisia
2019-06-18,Bolivia,Peru,1,3,Copa AmÃ©rica,Rio de Janeiro,Brazil,True,Peru
2019-06-18,Brazil,Venezuela,0,0,Copa AmÃ©rica,Salvador,Brazil,False,TIE
2019-06-18,Panama,Trinidad and Tobago,2,0,Gold Cup,Saint Paul,United States,True,Panama
2019-06-19,Colombia,Qatar,1,0,Copa AmÃ©rica,SÃ£o Paulo,Brazil,True,Colombia
2019-06-19,Argentina,Paraguay,1,1,Copa AmÃ©rica,Belo Horizonte,Brazil,True,TIE
2019-06-19,Mexico,Canada,3,1,Gold Cup,Denver,United States,True,Mexico
2019-06-20,Uruguay,Japan,2,2,Copa AmÃ©rica,Porto Alegre,Brazil,True,TIE
2019-06-20,Costa Rica,Bermuda,2,1,Gold Cup,Frisco,United States,True,Costa Rica
2019-06-21,Egypt,Zimbabwe,1,0,African Cup of Nations,Cairo,Egypt,False,Egypt
2019-06-21,Ecuador,Chile,1,2,Copa AmÃ©rica,Salvador,Brazil,True,Chile
2019-06-22,Nigeria,Burundi,1,0,African Cup of Nations,Alexandria,Egypt,True,Nigeria
2019-06-22,Bolivia,Venezuela,1,3,Copa AmÃ©rica,Belo Horizonte,Brazil,True,Venezuela
2019-06-22,Guyana,Panama,2,4,Gold Cup,Cleveland,United States,True,Panama
2019-06-22,Brazil,Peru,5,0,Copa AmÃ©rica,SÃ£o Paulo,Brazil,False,Brazil
2019-06-23,Senegal,Tanzania,2,0,African Cup of Nations,Cairo,Egypt,True,Senegal
2019-06-23,Algeria,Kenya,2,0,African Cup of Nations,Cairo,Egypt,True,Algeria
2019-06-23,Morocco,Namibia,1,0,African Cup of Nations,Cairo,Egypt,True,Morocco
2019-06-23,Colombia,Paraguay,1,0,Copa AmÃ©rica,Salvador,Brazil,True,Colombia
2019-06-23,Qatar,Argentina,0,2,Copa AmÃ©rica,Porto Alegre,Brazil,True,Argentina
2019-06-23,Canada,Cuba,7,0,Gold Cup,Charlotte,United States,True,Canada
2019-06-23,Martinique,Mexico,2,3,Gold Cup,Charlotte,United States,True,Mexico
2019-06-24,Tunisia,Angola,1,1,African Cup of Nations,Suez,Egypt,True,TIE
2019-06-24,Mali,Mauritania,4,1,African Cup of Nations,Suez,Egypt,True,Mali
2019-06-24,Chile,Uruguay,0,1,Copa AmÃ©rica,Rio de Janeiro,Brazil,True,Uruguay
2019-06-24,Ecuador,Japan,1,1,Copa AmÃ©rica,Belo Horizonte,Brazil,True,TIE
2019-06-24,Haiti,Costa Rica,2,1,Gold Cup,New Jersey,United States,True,Haiti
2019-06-25,Cameroon,Guinea-Bissau,2,0,African Cup of Nations,Ismaila,Egypt,True,Cameroon
2019-06-26,Egypt,DR Congo,2,0,African Cup of Nations,Cairo,Egypt,False,Egypt
2019-06-26,Nigeria,Guinea,1,0,African Cup of Nations,Alexandria,Egypt,True,Nigeria
2019-06-26,United States,Panama,1,0,Gold Cup,Kansas City,United States,False,United States
2019-06-27,Senegal,Algeria,0,1,African Cup of Nations,Cairo,Egypt,True,Algeria
2019-06-27,Brazil,Paraguay,0,0,Copa AmÃ©rica,Porto Alegre,Brazil,False,Brazil
2019-06-28,Morocco,Ivory Coast,1,0,African Cup of Nations,Cairo,Egypt,True,Morocco
2019-06-28,Tunisia,Mali,1,1,African Cup of Nations,Suez,Egypt,True,TIE
2019-06-28,Colombia,Chile,0,0,Copa AmÃ©rica,SÃ£o Paulo,Brazil,True,Chile
2019-06-28,Venezuela,Argentina,0,2,Copa AmÃ©rica,Rio de Janeiro,Brazil,True,Argentina
2019-06-29,Cameroon,Ghana,0,0,African Cup of Nations,Ismaila,Egypt,True,TIE
2019-06-29,Uruguay,Peru,0,0,Copa AmÃ©rica,Salvador,Brazil,True,Peru
2019-06-29,Haiti,Canada,3,2,Gold Cup,Houston,United States,True,Haiti
2019-06-29,Mexico,Costa Rica,1,1,Gold Cup,Houston,United States,True,Mexico
2019-06-30,Egypt,Uganda,2,0,African Cup of Nations,Cairo,Egypt,False,Egypt
2019-06-30,Madagascar,Nigeria,2,0,African Cup of Nations,Alexandria,Egypt,True,Madagascar
2019-06-30,Jamaica,Panama,1,0,Gold Cup,Philadelphia,United States,True,Jamaica
2019-07-01,Kenya,Senegal,0,3,African Cup of Nations,Cairo,Egypt,True,Senegal
2019-07-01,Tanzania,Algeria,0,3,African Cup of Nations,Cairo,Egypt,True,Algeria
2019-07-01,South Africa,Morocco,0,1,African Cup of Nations,Cairo,Egypt,True,Morocco
2019-07-02,Angola,Mali,0,1,African Cup of Nations,Ismaila,Egypt,True,Mali
2019-07-02,Mauritania,Tunisia,0,0,African Cup of Nations,Suez,Egypt,True,TIE
2019-07-02,Benin,Cameroon,0,0,African Cup of Nations,Ismaila,Egypt,True,TIE
2019-07-02,Brazil,Argentina,2,0,Copa AmÃ©rica,Belo Horizonte,Brazil,False,Brazil
2019-07-02,Haiti,Mexico,0,1,Gold Cup,Glendale,United States,True,Mexico
2019-07-03,Chile,Peru,0,3,Copa AmÃ©rica,Porto Alegre,Brazil,True,Peru
2019-07-05,Morocco,Benin,1,1,African Cup of Nations,Cairo,Egypt,True,Benin
2019-07-05,Uganda,Senegal,0,1,African Cup of Nations,Cairo,Egypt,True,Senegal
2019-07-06,Egypt,South Africa,0,1,African Cup of Nations,Cairo,Egypt,False,South Africa
2019-07-06,Nigeria,Cameroon,3,2,African Cup of Nations,Alexandria,Egypt,True,Nigeria
2019-07-06,Argentina,Chile,2,1,Copa AmÃ©rica,SÃ£o Paulo,Brazil,True,Argentina
2019-07-07,Algeria,Guinea,3,0,African Cup of Nations,Cairo,Egypt,True,Algeria
2019-07-07,Brazil,Peru,3,1,Copa AmÃ©rica,Rio de Janeiro,Brazil,False,Brazil
2019-07-07,United States,Mexico,0,1,Gold Cup,Chicago,United States,False,Mexico
2019-07-08,Ghana,Tunisia,1,1,African Cup of Nations,Ismaila,Egypt,True,Tunisia
2019-07-08,Mali,Ivory Coast,0,1,African Cup of Nations,Suez,Egypt,True,Ivory Coast
2019-07-10,Nigeria,South Africa,2,1,African Cup of Nations,Cairo,Egypt,True,Nigeria
2019-07-10,Senegal,Benin,1,0,African Cup of Nations,Cairo,Egypt,True,Senegal
2019-07-11,Ivory Coast,Algeria,1,1,African Cup of Nations,Suez,Egypt,True,Algeria
2019-07-11,Madagascar,Tunisia,0,3,African Cup of Nations,Cairo,Egypt,True,Tunisia
2019-07-14,Algeria,Nigeria,2,1,African Cup of Nations,Cairo,Egypt,True,Algeria
2019-07-14,Senegal,Tunisia,1,0,African Cup of Nations,Cairo,Egypt,True,Senegal
2019-07-17,Tunisia,Nigeria,0,1,African Cup of Nations,Cairo,Egypt,True,Nigeria
2019-07-19,Senegal,Algeria,0,1,African Cup of Nations,Cairo,Egypt,True,Algeria
2019-07-27,Guinea-Bissau,Mali,0,4,African Nations Championship qualification,Bissau,Guinea-Bissau,False,Mali
2019-07-28,Liberia,Senegal,1,0,African Nations Championship qualification,Monrovia,Liberia,False,Liberia
2019-08-03,Senegal,Liberia,3,0,African Nations Championship qualification,Dakar,Senegal,False,Senegal
2019-08-04,Mali,Guinea-Bissau,3,0,African Nations Championship qualification,Bamako,Mali,False,Mali
2019-09-05,Argentina,Chile,0,0,Friendly,Los Angeles,United States,True,TIE
2019-09-05,Montenegro,Hungary,2,1,Friendly,Podgorica,Montenegro,False,Montenegro
2019-09-05,Peru,Ecuador,0,1,Friendly,Harrison,United States,True,Ecuador
2019-09-05,Saudi Arabia,Mali,1,1,Friendly,Riyadh,Saudi Arabia,False,TIE
2019-09-05,Republic of Ireland,Switzerland,1,1,UEFA Euro qualification,Dublin,Republic of Ireland,False,TIE
2019-09-05,Gibraltar,Denmark,0,6,UEFA Euro qualification,Gibraltar,Gibraltar,False,Denmark
2019-09-05,Faroe Islands,Sweden,0,4,UEFA Euro qualification,TÃ³rshavn,Faroe Islands,False,Sweden
2019-09-05,Norway,Malta,2,0,UEFA Euro qualification,Oslo,Norway,False,Norway
2019-09-05,Romania,Spain,1,2,UEFA Euro qualification,Bucharest,Romania,False,Spain
2019-09-05,Armenia,Italy,1,3,UEFA Euro qualification,Yerevan,Armenia,False,Italy
2019-09-05,Japan,Paraguay,2,0,Kirin Challenge Cup,Kashima,Japan,False,Japan
2019-09-05,Bermuda,Panama,1,4,CONCACAF Nations League,Hamilton,Bermuda,False,Panama
2019-09-06,Brazil,Colombia,2,2,Friendly,Miami Gardens,United States,True,TIE
2019-09-06,Costa Rica,Uruguay,1,2,Friendly,San JosÃ©,Costa Rica,False,Uruguay
2019-09-06,Morocco,Burkina Faso,1,1,Friendly,Marrakech,Morocco,False,TIE
2019-09-06,Tunisia,Mauritania,1,0,Friendly,RadÃ¨s,Tunisia,False,Tunisia
2019-09-06,United States,Mexico,0,3,Friendly,East Rutherford,United States,False,Mexico
2019-09-06,Germany,Netherlands,2,4,UEFA Euro qualification,Hamburg,Germany,False,Netherlands
2019-09-06,Wales,Azerbaijan,2,1,UEFA Euro qualification,Cardiff,Wales,False,Wales
2019-09-06,Slovakia,Croatia,0,4,UEFA Euro qualification,Trnava,Slovakia,False,Croatia
2019-09-06,Austria,Latvia,6,0,UEFA Euro qualification,Salzburg,Austria,False,Austria
2019-09-06,Slovenia,Poland,2,0,UEFA Euro qualification,Ljubljana,Slovenia,False,Slovenia
2019-09-06,Scotland,Russia,1,2,UEFA Euro qualification,Glasgow,Scotland,False,Russia
2019-09-06,San Marino,Belgium,0,4,UEFA Euro qualification,Serravalle,San Marino,False,Belgium
2019-09-07,England,Bulgaria,4,0,UEFA Euro qualification,London,England,False,England
2019-09-07,Lithuania,Ukraine,0,3,UEFA Euro qualification,Vilnius,Lithuania,False,Ukraine
2019-09-07,Serbia,Portugal,2,4,UEFA Euro qualification,Belgrade,Serbia,False,Portugal
2019-09-07,France,Albania,4,1,UEFA Euro qualification,Paris,France,False,France
2019-09-07,Canada,Cuba,6,0,CONCACAF Nations League,Toronto,Canada,False,Canada
2019-09-08,Switzerland,Gibraltar,4,0,UEFA Euro qualification,Sion,Switzerland,False,Switzerland
2019-09-08,Georgia,Denmark,0,0,UEFA Euro qualification,Tbilisi,Georgia,False,TIE
2019-09-08,Romania,Malta,1,0,UEFA Euro qualification,PloieÈti,Romania,False,Romania
2019-09-08,Spain,Faroe Islands,4,0,UEFA Euro qualification,Gijon,Egypt,True,Spain
2019-09-08,Sweden,Norway,1,1,UEFA Euro qualification,Stockholm,Sweden,False,TIE
2019-09-08,Finland,Italy,1,2,UEFA Euro qualification,Tampere,Finland,False,Italy
2019-09-08,Panama,Bermuda,0,2,CONCACAF Nations League,Panama City,Panama,False,Bermuda
2019-09-09,Algeria,Benin,1,0,Friendly,Algiers,Algeria,False,Algeria
2019-09-09,Wales,Belarus,1,0,Friendly,Cardiff,Wales,False,Wales
2019-09-09,Northern Ireland,Germany,0,2,UEFA Euro qualification,Belfast,Northern Ireland,False,Germany
2019-09-09,Estonia,Netherlands,0,4,UEFA Euro qualification,Tallinn,Estonia,False,Netherlands
2019-09-09,Azerbaijan,Croatia,1,1,UEFA Euro qualification,Baku,Azerbaijan,False,TIE
2019-09-09,Hungary,Slovakia,1,2,UEFA Euro qualification,Budapest,Hungary,False,Slovakia
